oid,category
12747705,winter_sport
555032604,martial_arts
859305226,football
920553522,football
310965814,esport
226571001,motosport
356167110,hockey
45460810,volleyball
309752232,volleyball
912720600,esport
186064128,winter_sport
846615403,extreme
120860807,athletics
311125219,hockey
392033223,extreme
682654027,winter_sport
976997634,autosport
462553428,hockey
615111916,basketball
655829522,autosport
561842735,motosport
190676335,motosport
171939837,martial_arts
883757433,football
752762421,hockey
633667826,basketball
327143311,winter_sport
232278338,motosport
653139422,football
219391807,volleyball
975627500,esport
772796121,winter_sport
560109831,autosport
902709331,football
374331313,volleyball
416747616,motosport
4581701,football
684795625,volleyball
174798230,tennis
675267313,winter_sport
29087925,tennis
408679404,tennis
168848407,tennis
698725904,football
420029112,motosport
861838032,tennis
976183800,esport
28624709,basketball
330574029,hockey
68737418,winter_sport
606193409,athletics
496382632,motosport
626724033,autosport
971196736,martial_arts
873304510,winter_sport
912181332,volleyball
788405023,football
316817634,football
150360914,athletics
130535527,winter_sport
645893435,motosport
311641030,tennis
733034205,boardgames
837661534,boardgames
310271910,football
613449708,basketball
892988615,martial_arts
402522236,volleyball
71193028,football
406657330,volleyball
831798502,boardgames
723177305,volleyball
76534706,extreme
506779112,extreme
429114239,extreme
436075506,esport
559807729,extreme
207420208,autosport
572040810,martial_arts
325340028,football
546906132,esport
346979937,esport
278333026,martial_arts
299652135,martial_arts
740126116,autosport
769116238,tennis
733163636,volleyball
991629126,winter_sport
722797307,tennis
881761926,football
124259218,winter_sport
998565619,esport
723062002,athletics
942578728,boardgames
567968125,boardgames
519393417,extreme
158241534,winter_sport
168848407,martial_arts
430070319,athletics
525872608,football
504068509,tennis
901640937,extreme
19978512,winter_sport
167479026,volleyball
461441908,boardgames
965112735,boardgames
118725615,athletics
959949902,motosport
909440401,esport
157226523,winter_sport
130540023,tennis
122865219,autosport
633667826,basketball
961334227,boardgames
45741408,motosport
613462516,winter_sport
74653939,basketball
61811928,basketball
21713406,football
4029918,football
757840314,football
993251023,winter_sport
566933517,athletics
374161020,esport
433717313,motosport
356117301,tennis
124259218,winter_sport
38824639,winter_sport
758394115,boardgames
497745905,hockey
918780108,martial_arts
151688620,hockey
65368622,athletics
576585801,hockey
529365418,boardgames
469921116,motosport
558456732,boardgames
763841310,basketball
277343111,tennis
703750536,autosport
187165212,athletics
24530913,boardgames
959949902,motosport
777001005,martial_arts
230468518,tennis
198566525,boardgames
795681906,autosport
432194902,martial_arts
868741111,motosport
372619507,martial_arts
253247218,tennis
435511326,football
776866709,esport
515979625,basketball
348319536,football
334458011,tennis
529216217,motosport
316814235,football
239911236,football
491378212,hockey
723383611,extreme
247829135,volleyball
95038303,athletics
611696517,hockey
95187032,martial_arts
223866238,motosport
912720600,esport
289454822,volleyball
91221831,basketball
525872608,football
920673602,winter_sport
758394115,extreme
334212131,esport
438386826,football
647706002,motosport
110161928,autosport
638690823,autosport
920808639,tennis
339910315,winter_sport
696853732,volleyball
583501728,boardgames
388651911,winter_sport
818786025,football
144253338,esport
730777029,autosport
574170137,football
503664137,volleyball
679839112,winter_sport
334684635,hockey
134805635,volleyball
636382901,athletics
500485134,athletics
675338101,boardgames
804087221,football
421605521,football
909440401,motosport
73854427,football
224117102,esport
202788309,martial_arts
285269308,football
536016915,extreme
337669626,autosport
123069827,football
958369610,tennis
535511828,basketball
987306634,winter_sport
976274208,hockey
483598913,hockey
559886937,hockey
928894020,esport
54524524,athletics
8600526,boardgames
45460810,volleyball
489685222,hockey
93297629,football
663123629,motosport
593047312,esport
572841509,football
340097918,tennis
847903026,volleyball
614661625,winter_sport
526305739,boardgames
487461304,tennis
978152436,basketball
209968332,football
850982633,boardgames
556172732,motosport
378940814,motosport
102586218,football
759592926,tennis
7087528,motosport
734773828,tennis
687005007,football
529343505,hockey
115166329,boardgames
502126414,autosport
965739105,esport
821416534,hockey
692248707,boardgames
675028903,motosport
210153012,winter_sport
995968829,volleyball
421605521,autosport
732725131,tennis
958369610,martial_arts
882288416,volleyball
762386331,motosport
793498528,martial_arts
171939837,martial_arts
982843524,football
476458720,autosport
298821701,motosport
420716606,volleyball
258314123,football
510637726,athletics
696619008,athletics
149638039,motosport
770457906,volleyball
976274208,volleyball
450783314,winter_sport
335696332,martial_arts
111216229,tennis
8950121,basketball
514610616,tennis
389199804,volleyball
412582902,autosport
933468212,esport
349384717,basketball
724575310,athletics
733034205,boardgames
341006523,tennis
598560315,winter_sport
169781619,extreme
360665210,basketball
947256910,volleyball
441327302,motosport
802544922,extreme
820407333,volleyball
580460700,athletics
633261006,hockey
73983831,autosport
217409812,tennis
468287808,boardgames
27707002,basketball
618050834,martial_arts
945052807,football
840855229,boardgames
115874623,winter_sport
630825516,winter_sport
447367830,hockey
708058827,martial_arts
811626221,winter_sport
919849725,martial_arts
892766606,hockey
286516630,autosport
288320122,extreme
518460505,autosport
888442435,motosport
444234900,tennis
261289836,basketball
950885012,volleyball
869684202,winter_sport
51478403,winter_sport
66589206,extreme
993849513,boardgames
734592127,athletics
502304733,martial_arts
340319108,athletics
923795310,esport
74229233,tennis
916678726,winter_sport
447660100,football
152027915,tennis
217866401,volleyball
864087326,winter_sport
810227300,motosport
577870231,basketball
837411601,volleyball
452677122,esport
977337403,extreme
242791832,motosport
627942312,esport
613092418,boardgames
810689517,autosport
710737629,motosport
29087925,tennis
618178708,athletics
327096529,hockey
623907520,athletics
978152436,basketball
792993723,autosport
923366304,tennis
415671629,esport
649301435,martial_arts
624254822,volleyball
161038103,tennis
861225637,volleyball
94282806,esport
175917715,tennis
332820822,boardgames
345928610,winter_sport
361586808,basketball
413158824,hockey
329148234,martial_arts
969573507,martial_arts
400318329,winter_sport
908844019,boardgames
324968820,football
483440203,motosport
801253637,boardgames
433430409,winter_sport
431515801,hockey
105159200,football
310271910,volleyball
807285226,extreme
490784125,autosport
127173608,esport
896187322,football
80519630,martial_arts
720971414,winter_sport
727066931,extreme
995500139,boardgames
564030627,hockey
758544537,motosport
754130730,boardgames
593911217,motosport
676100714,motosport
314389434,boardgames
39021409,winter_sport
330574029,hockey
73854427,football
248992617,football
366196024,motosport
663123629,motosport
89635319,volleyball
523843812,volleyball
17474117,football
866166836,extreme
637027007,winter_sport
435066337,tennis
28225423,extreme
888762027,tennis
168848407,esport
920808639,tennis
56456918,hockey
9419231,esport
446957610,volleyball
309347409,tennis
948654335,tennis
147224411,athletics
114039621,hockey
434086932,esport
411875725,winter_sport
300585932,football
503256319,basketball
793527036,martial_arts
988540723,winter_sport
796339635,autosport
673717013,football
633667826,basketball
652151312,basketball
158959036,esport
200830226,extreme
300872233,volleyball
301803518,motosport
773652518,volleyball
445450828,motosport
431515801,hockey
169605021,extreme
669566726,hockey
270775309,basketball
257838004,martial_arts
682574502,athletics
325301301,athletics
631388434,boardgames
155775004,motosport
716233230,hockey
931986732,volleyball
814144025,martial_arts
456365104,football
993241304,autosport
292582612,winter_sport
888570926,winter_sport
89635319,volleyball
285028136,hockey
111852809,athletics
539465706,tennis
110299018,athletics
890990913,motosport
905970800,volleyball
58828435,basketball
959640114,football
516878434,tennis
413670930,extreme
517683527,motosport
573720128,winter_sport
50755530,football
285572720,autosport
217336832,martial_arts
901319525,tennis
96550538,martial_arts
177956109,motosport
481366031,tennis
847903026,volleyball
369220816,extreme
687005007,winter_sport
597216810,athletics
21598420,motosport
704658637,volleyball
633244217,winter_sport
798901420,football
476458720,autosport
923366304,tennis
144893418,esport
89635319,volleyball
639255416,volleyball
731705227,winter_sport
374976917,martial_arts
602470622,esport
162356801,athletics
486848704,football
875504204,boardgames
517149005,basketball
868970032,esport
217866401,volleyball
307726713,volleyball
283938412,football
188871818,boardgames
780087912,extreme
523427029,motosport
236154734,boardgames
684795625,volleyball
851180827,hockey
758544537,motosport
760657814,esport
241306824,athletics
11502711,volleyball
549787313,martial_arts
242791832,motosport
921992707,esport
474628927,tennis
548889408,boardgames
967832038,volleyball
950318127,volleyball
406191709,motosport
749208109,hockey
700198717,esport
771624222,esport
289099909,winter_sport
238486701,winter_sport
588665414,autosport
209979431,volleyball
642658905,athletics
611696517,football
846289631,martial_arts
769116238,tennis
850390414,tennis
958980903,athletics
890990913,motosport
312888017,martial_arts
695058203,athletics
62179307,hockey
977337403,extreme
350509934,boardgames
400318329,winter_sport
123069827,football
592013512,motosport
536757720,athletics
46396337,boardgames
801253637,boardgames
220544713,volleyball
95322821,motosport
558456732,boardgames
123458214,winter_sport
1663817,motosport
137699214,motosport
851180827,basketball
734377410,martial_arts
442857922,martial_arts
285572720,tennis
74472119,football
390326813,martial_arts
923126630,tennis
214775512,tennis
94282806,extreme
110299018,extreme
129054431,hockey
491747007,football
332429417,motosport
300018033,boardgames
365639217,basketball
976726439,martial_arts
961573518,football
618524109,motosport
570876811,motosport
113904702,autosport
572692311,basketball
394507726,esport
315514611,extreme
950318127,volleyball
227887835,esport
526086705,volleyball
184526213,winter_sport
84609918,esport
256411415,autosport
703750536,autosport
252055117,motosport
265701307,basketball
783745007,extreme
491747007,football
570225132,boardgames
769116238,tennis
753204021,football
270775309,basketball
868391013,extreme
805934915,hockey
489685222,hockey
798767415,esport
921784308,tennis
182556512,basketball
567968125,boardgames
127173608,esport
402522236,volleyball
354799822,athletics
107411906,winter_sport
88967202,hockey
934775902,extreme
334504900,basketball
302337826,esport
905970800,volleyball
654534231,martial_arts
54310919,volleyball
128381701,volleyball
312888017,autosport
452031436,volleyball
839750938,football
310965814,extreme
271439505,tennis
193630610,martial_arts
334458011,tennis
730206900,extreme
861991010,volleyball
357676832,esport
898891936,winter_sport
590851410,volleyball
572692311,basketball
207420208,autosport
514876428,hockey
834897309,volleyball
880844709,boardgames
542922016,motosport
421605521,motosport
777001005,martial_arts
698962202,boardgames
249356330,autosport
752762421,hockey
378940814,motosport
310271910,volleyball
444234900,tennis
803563217,winter_sport
299159823,athletics
357676832,esport
705531229,basketball
667473433,boardgames
676822639,hockey
734377410,martial_arts
923126630,tennis
820937225,hockey
468287808,boardgames
815092714,tennis
892766606,winter_sport
529216217,football
172134431,autosport
988761300,autosport
381764623,esport
248992617,football
252017522,esport
50755530,basketball
797106735,esport
975627500,basketball
731388718,esport
876801624,basketball
447367830,hockey
951099915,volleyball
996348826,martial_arts
640045636,basketball
51331403,martial_arts
879867032,martial_arts
64505925,hockey
388468131,boardgames
696853732,volleyball
694561717,athletics
758544537,motosport
358997321,motosport
289099909,winter_sport
36876635,winter_sport
358226131,extreme
675028903,motosport
657663118,boardgames
455866804,tennis
913037318,boardgames
796343309,tennis
723869730,esport
393386031,extreme
553168723,tennis
653708801,football
625733917,volleyball
96550538,extreme
714494404,tennis
97470738,esport
922406933,football
631388434,boardgames
804591616,autosport
63796435,hockey
193979004,tennis
697207714,football
842306321,autosport
957467121,football
940100410,motosport
775293001,football
631274828,motosport
33335702,hockey
548889408,boardgames
300872233,volleyball
292582612,winter_sport
779384134,basketball
391708030,athletics
51478403,winter_sport
617827624,motosport
16855822,extreme
13031436,extreme
722293514,motosport
163267719,winter_sport
905567539,winter_sport
470130924,autosport
733336612,football
771869717,basketball
976726439,winter_sport
95581827,winter_sport
864087326,winter_sport
147606020,motosport
6841824,winter_sport
871707112,autosport
649088727,martial_arts
682407200,extreme
669425923,martial_arts
451609521,athletics
571068209,football
583304501,volleyball
139184223,volleyball
365447126,motosport
193966605,boardgames
231379431,basketball
582543434,winter_sport
336705925,autosport
200809628,hockey
607794406,martial_arts
741012308,esport
342217239,esport
909440401,esport
376260625,winter_sport
673423735,motosport
837772112,autosport
314850421,basketball
712523014,tennis
133265812,basketball
927384902,martial_arts
171142708,boardgames
982877726,extreme
555337026,tennis
142857803,extreme
636783625,football
698740800,basketball
28987600,autosport
546542921,winter_sport
610555901,athletics
120359629,extreme
943736224,esport
973446521,boardgames
723062002,athletics
302337826,esport
120384031,hockey
993159701,hockey
254489118,tennis
350854638,autosport
202488729,hockey
824807623,winter_sport
442857922,esport
874382204,martial_arts
905970800,volleyball
879867032,autosport
732390927,athletics
359502010,tennis
952343224,boardgames
684795625,volleyball
105309737,autosport
951144506,volleyball
891594226,athletics
776359438,tennis
882038106,volleyball
912720600,esport
142013420,esport
412580427,boardgames
914507310,autosport
602432133,volleyball
245680408,martial_arts
259229513,volleyball
522372909,athletics
788365527,football
129984610,martial_arts
561842735,motosport
985825903,winter_sport
473008422,autosport
454563234,boardgames
934775902,boardgames
145846507,motosport
603928716,basketball
623907520,athletics
967832038,volleyball
853318705,basketball
153599208,esport
891594226,athletics
193127539,martial_arts
424072328,volleyball
919849725,winter_sport
118582030,motosport
722293514,motosport
515359008,winter_sport
791826507,motosport
228182217,extreme
8071108,extreme
539465706,tennis
108159118,esport
533490409,athletics
378373822,martial_arts
451045817,football
941655901,winter_sport
209979431,volleyball
962542607,athletics
458745710,extreme
165303039,winter_sport
465964406,esport
584526602,extreme
172168003,athletics
939038022,motosport
829014332,autosport
108159118,esport
815797438,tennis
630923338,esport
222516037,martial_arts
686924926,esport
773612809,tennis
632576821,motosport
750019213,volleyball
638216721,hockey
452031436,volleyball
888914411,boardgames
688766528,martial_arts
229614602,motosport
836439103,esport
309347409,tennis
648146022,football
234253423,football
576742906,athletics
557484721,tennis
862074312,tennis
811626221,winter_sport
953755801,athletics
825619734,martial_arts
929012030,motosport
465964406,esport
883696318,boardgames
684795625,volleyball
150043234,motosport
942578728,boardgames
713015830,esport
526305739,boardgames
609423004,motosport
272409826,tennis
85626610,boardgames
868970032,esport
997758226,tennis
280451535,boardgames
31521229,hockey
320128527,esport
663621910,esport
297584824,extreme
776351709,volleyball
476458720,autosport
940142725,athletics
618086409,esport
876043310,hockey
821674032,hockey
402635101,hockey
383370828,martial_arts
809112636,football
482188421,boardgames
735418021,tennis
885530530,hockey
76534706,extreme
652140412,martial_arts
439624909,volleyball
194604309,basketball
722326419,volleyball
611637936,hockey
907389330,esport
593047312,basketball
74069810,motosport
773652518,volleyball
877712607,winter_sport
560109831,football
74214811,athletics
235301239,football
805759210,extreme
214726412,athletics
408612401,boardgames
950885012,athletics
890975533,basketball
804591616,autosport
363870539,volleyball
256309326,extreme
384129821,athletics
994379631,tennis
993727705,hockey
369317324,basketball
803563217,football
954782222,autosport
200403021,martial_arts
307712117,autosport
501365320,basketball
559296224,martial_arts
77725304,autosport
751883304,football
883911111,autosport
249356330,autosport
228182217,martial_arts
253865922,football
811389738,martial_arts
313873532,esport
120774419,martial_arts
570673139,martial_arts
818786025,football
74652019,esport
571093038,volleyball
837661534,boardgames
105309737,autosport
503664137,volleyball
291159622,autosport
248974925,martial_arts
920712623,tennis
148389602,basketball
661807414,boardgames
359502010,tennis
256411415,autosport
341006523,tennis
24580105,football
746421309,motosport
451119206,martial_arts
201632614,extreme
697962815,football
19978512,winter_sport
579828018,boardgames
784811821,winter_sport
598560315,winter_sport
559296224,martial_arts
416384822,volleyball
461578519,hockey
159826537,hockey
858295624,esport
376869817,athletics
42587423,football
624935922,football
313204506,basketball
19765518,hockey
381517915,tennis
87688401,hockey
77435832,autosport
771624222,volleyball
98678120,basketball
279353929,martial_arts
597803422,hockey
64418629,athletics
289285000,volleyball
815640829,martial_arts
380846012,winter_sport
433288420,martial_arts
115874623,winter_sport
949907629,boardgames
982877726,extreme
182812727,football
567098537,hockey
179899500,motosport
598756912,hockey
713499939,tennis
277075235,extreme
708058827,martial_arts
954309335,autosport
487808124,hockey
810245338,football
380846012,winter_sport
127525432,volleyball
223858625,winter_sport
254005736,martial_arts
535711737,tennis
435847516,volleyball
159349224,hockey
820117632,basketball
179899500,motosport
245680408,martial_arts
906862823,tennis
58842105,esport
973446521,boardgames
133265812,extreme
17560220,winter_sport
189606914,football
186210234,esport
153599208,esport
646468605,basketball
153599208,esport
875961536,volleyball
51478403,winter_sport
369250822,athletics
633337412,tennis
940643711,volleyball
149638039,motosport
180568436,basketball
216695313,basketball
830580618,hockey
144253338,esport
691196826,hockey
596424711,athletics
888762027,tennis
300698829,autosport
613261001,martial_arts
657659221,football
938672803,athletics
436075506,esport
412580427,boardgames
549787313,martial_arts
557484721,tennis
568346001,volleyball
26141003,winter_sport
722293514,motosport
739394931,motosport
261262031,motosport
733716720,martial_arts
589708636,boardgames
920077015,athletics
788319022,autosport
17950902,football
144253338,esport
195663706,basketball
633722524,esport
163267719,winter_sport
796339635,autosport
568705033,hockey
630596921,athletics
377199730,motosport
282890727,football
87851008,extreme
797106735,extreme
739917704,extreme
972799138,basketball
942291028,autosport
960406231,tennis
217629200,martial_arts
390954924,athletics
143952121,boardgames
447660100,football
420716606,volleyball
663123629,motosport
53073826,volleyball
409411512,winter_sport
292582612,hockey
69883037,boardgames
370818707,winter_sport
649867805,motosport
214051407,boardgames
474341536,winter_sport
572303207,extreme
332438024,extreme
532990915,hockey
544399530,athletics
200682408,tennis
337047403,hockey
754370035,football
574170137,football
909050028,autosport
200403021,martial_arts
147606020,motosport
193127539,martial_arts
871707112,autosport
446372811,motosport
463497816,autosport
159445938,football
878785139,winter_sport
490004308,winter_sport
15687720,boardgames
123871733,motosport
324968820,football
890219039,basketball
950610502,athletics
466949309,tennis
930647729,volleyball
480925027,autosport
189715923,autosport
698962202,martial_arts
3174332,basketball
272013032,football
876043310,hockey
273559404,hockey
965232823,athletics
4029918,football
559217017,motosport
395353112,boardgames
310159821,winter_sport
269600323,extreme
375824633,winter_sport
514740421,autosport
26974626,winter_sport
798901420,winter_sport
75263528,martial_arts
937276635,hockey
544238018,football
503256319,extreme
950610502,athletics
290484631,winter_sport
42843917,basketball
382246238,motosport
563048705,esport
504918307,winter_sport
789732331,winter_sport
420029112,volleyball
825163019,athletics
890548501,autosport
712523014,tennis
277343111,tennis
624254822,volleyball
786441106,extreme
451097605,winter_sport
724468930,autosport
564459708,tennis
219391807,volleyball
666979904,volleyball
189795528,martial_arts
329148234,martial_arts
411813121,extreme
649353633,boardgames
536016915,extreme
384245413,athletics
174798230,tennis
694721501,hockey
720194726,motosport
93297629,hockey
461848124,tennis
669566726,basketball
271439505,tennis
779040219,winter_sport
357132616,esport
251677902,motosport
455866804,tennis
885137827,football
631961703,hockey
200682408,football
112730017,athletics
810227300,motosport
844717635,extreme
58524106,football
310271910,volleyball
452677122,esport
360665210,football
472361212,volleyball
12169210,volleyball
316817634,basketball
583812819,volleyball
398887933,football
195814323,football
432881818,volleyball
733034205,boardgames
959640114,football
209968332,martial_arts
982942625,athletics
183300802,football
533687714,motosport
435511326,football
527528908,boardgames
968492435,basketball
855343237,boardgames
327734729,boardgames
757840314,football
177837324,basketball
698146809,basketball
390954924,athletics
93297629,football
735316620,volleyball
620831039,basketball
681511514,hockey
12290911,hockey
4581701,football
657781511,boardgames
419776727,football
429090505,motosport
76964307,winter_sport
712883511,martial_arts
208349037,winter_sport
577187937,martial_arts
121007603,hockey
122842434,motosport
24580105,football
24664535,esport
845425433,football
900506605,autosport
888914411,boardgames
949245201,winter_sport
228182217,extreme
941655901,tennis
363280212,tennis
74229233,tennis
388066139,athletics
336407414,martial_arts
23592715,winter_sport
581191034,athletics
241251621,martial_arts
332820822,autosport
247313923,volleyball
354799822,athletics
538422305,motosport
799379709,martial_arts
217629200,basketball
734592127,athletics
325238208,basketball
607849319,extreme
58022005,boardgames
675949807,basketball
71917426,tennis
640045636,basketball
738309006,football
945722108,athletics
729244921,basketball
824807623,winter_sport
330126734,hockey
415048434,boardgames
657046535,boardgames
761347628,volleyball
805759210,extreme
515223035,winter_sport
751883304,basketball
720356615,extreme
369250822,motosport
64418629,athletics
46557902,extreme
698962202,boardgames
825163019,athletics
64335022,extreme
205108616,motosport
282349037,football
445982121,athletics
697719516,extreme
329140217,motosport
375824633,winter_sport
986936309,winter_sport
555337026,tennis
799841423,athletics
194289811,basketball
514740421,autosport
704493238,basketball
974417010,volleyball
940643711,volleyball
477358811,hockey
808026519,motosport
322201813,hockey
570742820,boardgames
16855822,extreme
401762737,autosport
74069810,motosport
692941415,tennis
580901822,boardgames
364130824,tennis
801563116,autosport
746261621,boardgames
436338111,winter_sport
477358811,tennis
542970915,tennis
376869817,athletics
555032604,martial_arts
716233230,hockey
620831039,esport
731751516,tennis
425955511,hockey
313204506,basketball
184526213,winter_sport
773806324,winter_sport
991670624,esport
435521510,martial_arts
729232621,motosport
985913429,volleyball
263714124,extreme
427947126,winter_sport
905221839,athletics
146326824,athletics
571684534,extreme
731705227,martial_arts
309752232,volleyball
418496427,basketball
248182703,esport
553924806,motosport
878785139,winter_sport
184939504,extreme
4029918,football
753336639,martial_arts
693769604,winter_sport
903004702,tennis
272974518,motosport
479143822,extreme
751883304,basketball
282476217,basketball
888285213,martial_arts
128681434,boardgames
207891029,athletics
142013420,esport
258919913,esport
718968334,boardgames
927963415,esport
359502010,tennis
513724303,volleyball
147828122,winter_sport
65928915,winter_sport
394896621,esport
286637611,basketball
541204520,basketball
461848124,tennis
262629904,tennis
683008120,tennis
28000829,autosport
28000829,autosport
64418629,athletics
345928610,winter_sport
288320122,extreme
238670820,extreme
136266131,extreme
574170137,football
36370916,extreme
986222017,volleyball
932230336,extreme
217409812,tennis
548575926,martial_arts
615462028,football
973568134,football
782971823,boardgames
873304510,winter_sport
200682408,esport
612806513,athletics
995560132,extreme
500328511,autosport
358226131,extreme
927384902,martial_arts
685403029,basketball
874382204,tennis
300089423,motosport
760657814,esport
732864905,esport
257167133,boardgames
666979904,volleyball
424072328,volleyball
363280212,tennis
947138900,boardgames
428948204,tennis
501121024,motosport
134346222,extreme
868741111,extreme
332656608,athletics
869518006,autosport
416747616,motosport
780377018,hockey
825619734,extreme
177059338,basketball
507262500,winter_sport
891334035,motosport
814396119,martial_arts
441327302,motosport
784811821,winter_sport
596424711,athletics
511077225,extreme
433514302,esport
693769604,winter_sport
256102315,tennis
449702027,basketball
583501728,boardgames
483440203,motosport
551269718,volleyball
346979937,volleyball
558167517,football
728868232,football
775293001,football
573464122,winter_sport
916341617,autosport
95187032,martial_arts
865319020,martial_arts
474448617,esport
484770022,winter_sport
571323905,boardgames
821877603,extreme
171142708,boardgames
829014332,extreme
12169210,extreme
722293514,extreme
380261015,boardgames
390954924,athletics
433288420,winter_sport
801563116,autosport
799507205,boardgames
175114936,autosport
960208908,winter_sport
247829135,volleyball
679492600,hockey
772267924,extreme
684766028,winter_sport
502677819,winter_sport
571238225,basketball
192794930,winter_sport
641006713,volleyball
695058203,athletics
276231830,boardgames
510577617,autosport
191197220,tennis
945026513,football
618524109,motosport
426714607,football
917333836,martial_arts
439624909,volleyball
555013438,autosport
195814323,football
881271230,esport
21598420,motosport
631811222,tennis
900506605,extreme
287237406,winter_sport
671359431,boardgames
708186121,football
931808713,athletics
344085216,boardgames
952958325,esport
933536635,autosport
394212724,extreme
690730704,extreme
214051407,extreme
617202308,autosport
422072501,hockey
167479026,volleyball
632988709,motosport
882315308,martial_arts
780437412,boardgames
330574029,football
224117102,esport
885530530,hockey
10353705,extreme
197131118,football
270775309,basketball
266940400,esport
154884131,motosport
761417337,esport
108860121,motosport
370655126,tennis
884639615,autosport
483581922,esport
572841509,football
611272716,martial_arts
252647132,esport
8950121,basketball
865148516,extreme
158877415,autosport
686924926,esport
322514905,autosport
633722524,tennis
147828122,winter_sport
626123703,boardgames
640045636,basketball
962542607,athletics
631274828,motosport
744621104,football
938731820,basketball
595692823,athletics
571821239,martial_arts
128681434,boardgames
347660221,football
563416735,winter_sport
817402220,martial_arts
289285000,volleyball
876929904,volleyball
995968829,volleyball
954782222,autosport
220544713,volleyball
491378212,hockey
703645610,winter_sport
197069007,volleyball
384272039,boardgames
652151312,hockey
474448617,esport
371194832,basketball
682455124,tennis
739334607,tennis
99316638,hockey
883911111,hockey
65928915,martial_arts
999112505,boardgames
682407200,extreme
358259418,tennis
628205320,tennis
884639615,autosport
174798230,tennis
329148234,martial_arts
159349224,hockey
995968829,volleyball
619492408,football
137699214,motosport
850982633,boardgames
614661625,extreme
837518626,martial_arts
247313923,volleyball
369973922,motosport
325377733,autosport
634713829,hockey
923436937,boardgames
806134921,martial_arts
985825903,winter_sport
653660801,athletics
761417337,esport
276303500,martial_arts
29087925,tennis
124259218,winter_sport
279369911,volleyball
76441934,extreme
548889408,boardgames
436996505,esport
601670421,extreme
729848700,athletics
669566726,hockey
150654128,boardgames
42843917,motosport
389639538,extreme
633337412,tennis
624444012,boardgames
262649514,basketball
636382901,athletics
757840314,football
355869103,athletics
880844709,athletics
121036012,boardgames
611272716,volleyball
980030133,tennis
669566726,hockey
656339234,hockey
560223506,athletics
438386826,winter_sport
310159821,winter_sport
283158237,basketball
193979004,tennis
42587423,autosport
248182703,esport
688766528,extreme
597076427,tennis
698146809,basketball
356117301,tennis
461441908,boardgames
217866401,volleyball
839030107,football
595692823,hockey
871940439,tennis
424793706,winter_sport
710737629,motosport
682455124,tennis
649198810,extreme
50657202,tennis
882493006,basketball
728868232,football
903006510,autosport
869684202,winter_sport
12747705,athletics
542840716,motosport
688031531,winter_sport
724673712,athletics
720356615,martial_arts
479886838,autosport
502274308,volleyball
928004506,athletics
593911217,motosport
178647735,boardgames
251677902,motosport
34632917,volleyball
451045817,football
138603234,extreme
788252431,football
730464814,boardgames
836439103,esport
130540023,tennis
624444012,boardgames
570742820,boardgames
210153012,winter_sport
248182703,esport
388066139,athletics
369317324,basketball
306975214,football
621089234,extreme
571313639,autosport
245330532,basketball
53073826,volleyball
595692823,basketball
432881818,volleyball
972799138,esport
879836504,tennis
772243338,basketball
673848710,hockey
452693925,basketball
860545413,basketball
516487717,esport
972799138,basketball
175020812,motosport
413319722,boardgames
478085506,esport
610073730,esport
337669626,martial_arts
879836504,tennis
634520721,autosport
368422620,hockey
126999231,winter_sport
771428814,motosport
885137827,football
95322821,motosport
979631209,autosport
613092418,boardgames
221685408,extreme
657659221,boardgames
733336612,football
76945400,hockey
805934915,hockey
656656408,football
805759210,extreme
584891828,motosport
111348804,volleyball
795983000,autosport
923795310,martial_arts
841198827,football
570876811,hockey
289941403,hockey
17950902,football
266940400,football
128444506,tennis
53723411,hockey
803563217,winter_sport
544238018,esport
631192517,hockey
137256429,autosport
551269718,volleyball
523428729,hockey
122865219,autosport
613092418,boardgames
414510031,martial_arts
390954924,athletics
459606103,football
564459708,tennis
725601317,motosport
286637611,basketball
734063839,winter_sport
472361212,volleyball
303714903,motosport
361486400,winter_sport
734773828,tennis
834921405,athletics
875504204,autosport
656321537,esport
137699214,motosport
62179307,hockey
560285439,autosport
614928806,basketball
796343309,tennis
916355700,esport
945026513,football
92405418,autosport
293927219,boardgames
339030900,football
257343433,extreme
765668814,autosport
882288416,volleyball
63796435,hockey
450783314,extreme
947138900,boardgames
463889624,boardgames
532050732,boardgames
125615617,football
600216035,boardgames
897875212,boardgames
685187327,hockey
780377018,hockey
696619008,athletics
257343433,martial_arts
358317602,athletics
553288426,boardgames
668748115,esport
368422620,hockey
876043310,hockey
608221321,hockey
289285000,volleyball
560746300,boardgames
18929926,basketball
432727237,martial_arts
316814235,extreme
413670930,extreme
348625206,tennis
494399433,motosport
74214811,athletics
127029536,extreme
416292708,autosport
901627909,volleyball
45460810,autosport
74514107,athletics
337047403,esport
733336612,football
788405023,football
18474206,motosport
720955404,boardgames
621181023,extreme
761152130,hockey
705520417,athletics
187412119,winter_sport
325097003,esport
549787313,football
977337403,extreme
86963818,basketball
931808713,athletics
254489118,tennis
963404719,motosport
33521505,volleyball
622543412,basketball
656741409,extreme
631274828,motosport
608530528,boardgames
982712506,hockey
988322537,volleyball
222516037,martial_arts
634720110,esport
600193414,volleyball
340097918,tennis
189713508,martial_arts
781534022,motosport
650213926,autosport
593911217,motosport
22036439,athletics
346305901,tennis
709646319,tennis
319354635,hockey
62850008,winter_sport
420029112,autosport
631274828,motosport
844717635,esport
820937225,boardgames
57043301,athletics
147224411,athletics
769467634,autosport
356167110,basketball
160156804,basketball
